name,mA,aA,mB,aB,mC,aC
354,7183.13428571429,-0.15236974789916,7179.75694117647,239.871361344538,7178.02635294118,119.815596638655
355,7181.91878991597,-0.177478991596639,NA,NA,NA,NA
356,7181.91768067227,-0.177478991596639,NA,NA,NA,NA
357,7196.03781512605,0,7194.67438655462,240,7193.56655462185,119.998924369748
358,7185.48974789916,-0.122016806722689,7181.94742857143,239.895394957983,7179.756,119.853109243697
359,7185.47357983193,-0.122016806722689,7181.93045378151,239.895462184874,7179.73670588235,119.853142857143
360,7183.5148907563,-0.148067226890756,7180.04937815126,239.875159663866,7178.27754621849,119.82131092437
361,7181.78840336134,-0.192974789915966,NA,NA,NA,NA
362,7181.80157983193,-0.200571428571429,7177.89388235294,239.868941176471,7171.48413445378,119.73418487395
363,7181.91946218487,-0.168806722689076,7178.27774789916,239.854823529412,7176.36951260504,119.782655462185
364,7181.91909243698,-0.168806722689076,7178.27721008403,239.854823529412,7176.36904201681,119.782655462185
365,7181.55193277311,-0.179563025210084,NA,NA,NA,NA
366,7181.9021512605,-0.177478991596639,NA,NA,NA,NA
367,NA,NA,NA,NA,7172.1298487395,119.752739495798
368,NA,NA,NA,NA,7172.76275630252,119.753008403361
369,7198.99307563025,0,7198.64742857143,240,7198.36628571429,120
370,7182.91243697479,-0.154016806722689,7179.71734453781,239.870957983193,7177.88379831933,119.815092436975
371,7184.62581512605,-0.134218487394958,7181.10090756303,239.887529411765,7179.05529411765,119.838386554622
372,7181.7985210084,-0.200571428571429,7177.89045378151,239.868941176471,7171.47986554622,119.73418487395
373,NA,NA,NA,NA,7174.27801680672,119.763495798319
374,7181.624,-0.179596638655462,NA,NA,NA,NA
10001,238.694453781513,-0.391831932773109,NA,NA,NA,NA
10002,235.980470588235,-1.02393277310924,235.795394957983,238.980705882353,235.391966386555,118.847966386555
10003,NA,NA,NA,NA,238.589478991597,119.543092436975
10004,238.796302521008,-0.419764705882353,NA,NA,NA,NA
10005,238.516537815126,-0.533142857142857,NA,NA,NA,NA
10006,232.040773109244,-1.94406722689076,231.779899159664,238.049109243697,230.949042016807,117.839226890756
10007,232.165445378151,-1.91425210084034,231.909983193277,238.079327731092,231.08356302521,117.86843697479
10008,238.318789915966,-0.518521008403361,NA,NA,NA,NA
10009,NA,NA,NA,NA,237.71287394958,119.204033613445
10010,237.990722689076,-0.82981512605042,237.837882352941,239.230117647059,237.475697478992,119.038218487395
10011,238.140235294118,-0.639764705882353,NA,NA,NA,NA
10012,NA,NA,237.928403361345,239.288168067227,NA,NA
10013,239.347529411765,-0.21727731092437,NA,NA,NA,NA
10014,NA,NA,NA,NA,238.41731092437,119.481344537815
10015,NA,NA,235.43018487395,238.955697478992,NA,NA
10016,239.568537815126,-0.173882352941176,239.447764705882,239.858890756303,239.345512605042,119.771529411765
10017,238.07468907563,-0.764403361344538,237.93468907563,239.246756302521,237.723798319328,119.136134453782
10018,NA,NA,NA,NA,235.959361344538,118.520067226891
10019,NA,NA,NA,NA,236.811092436975,118.855159663866
10020,NA,NA,NA,NA,235.083462184874,118.529478991597
10021,238.310789915966,-0.600873949579832,NA,NA,NA,NA
10022,NA,NA,NA,NA,235.182857142857,118.805579831933
10023,232.33381512605,-2.23838655462185,NA,NA,NA,NA
10024,NA,NA,NA,NA,234.949647058824,118.515764705882
10025,NA,NA,236.734151260504,239.084369747899,NA,NA
10026,NA,NA,236.319865546218,238.650420168067,NA,NA
10027,NA,NA,237.925949579832,239.280739495798,NA,NA
10028,NA,NA,238.065008403361,239.336033613445,NA,NA
10029,NA,NA,NA,NA,236.622890756303,119.008168067227
10030,NA,NA,237.29243697479,239.050285714286,NA,NA
10031,NA,NA,237.595428571429,239.150117647059,NA,NA
10032,NA,NA,234.884773109244,238.525915966387,NA,NA
10033,NA,NA,237.926487394958,239.281075630252,NA,NA
10034,236.792739495798,-1.22248739495798,NA,NA,NA,NA
10035,NA,NA,237.621109243697,239.166823529412,NA,NA
10036,235.350957983193,-1.7261512605042,NA,NA,NA,NA
10037,NA,NA,233.396504201681,238.074789915966,NA,NA
10038,NA,NA,NA,NA,235.453445378151,118.704773109244
10039,228.229680672269,-4.37418487394958,NA,NA,NA,NA
10040,NA,NA,238.063932773109,239.335731092437,NA,NA
10041,238.028302521008,-0.686016806722689,NA,NA,NA,NA
10042,NA,NA,NA,NA,237.73381512605,119.161075630252
10043,231.129277310924,-2.62601680672269,230.878084033613,237.35825210084,229.937142857143,117.074084033613
10044,NA,NA,NA,NA,238.003193277311,119.420302521008
10045,238.895394957983,-0.403327731092437,238.759193277311,239.661344537815,238.478453781513,119.511731092437
10046,232.358756302521,-2.27620168067227,NA,NA,NA,NA
10047,NA,NA,NA,NA,237.386521008403,119.086386554622
10048,237.085915966387,-1.05223529411765,NA,NA,NA,NA
10049,NA,NA,236.390756302521,238.703630252101,NA,NA
10050,NA,NA,237.802386554622,239.256201680672,NA,NA
10051,237.439697478992,-0.915159663865546,NA,NA,NA,NA
10052,235.480806722689,-1.66631932773109,NA,NA,NA,NA
10053,239.00131092437,-0.339697478991597,238.866285714286,239.724705882353,238.595428571429,119.58225210084
10054,235.788504201681,-1.55744537815126,NA,NA,NA,NA
10055,NA,NA,235.095663865546,238.587428571429,NA,NA
10056,237.717042016807,-0.806588235294118,NA,NA,NA,NA
10057,NA,NA,233.249210084034,238.401915966387,NA,NA
10058,NA,NA,236.331529411765,238.679495798319,NA,NA
10059,NA,NA,NA,NA,238.658957983193,119.578386554622
10060,NA,NA,NA,NA,238.234420168067,119.419092436975
10061,226.133882352941,-3.98389915966387,NA,NA,NA,NA
10062,236.213411764706,-0.978386554621849,236.105243697479,238.991294117647,235.872705882353,118.899663865546
10063,NA,NA,NA,NA,237.568537815126,119.096672268908
10064,NA,NA,NA,NA,236.681210084034,118.995226890756
10065,NA,NA,NA,NA,235.837176470588,118.754756302521
10066,NA,NA,237.912974789916,239.275831932773,NA,NA
10067,NA,NA,237.646352941176,239.171025210084,NA,NA
10068,NA,NA,237.661915966387,239.192638655462,NA,NA
10069,228.74,-2.74870588235294,228.436806722689,237.226285714286,227.308739495798,116.923764705882
10070,239.297411764706,-0.234823529411765,239.224201680672,239.751697478992,239.290823529412,119.730319327731
10071,236.085411764706,-1.00040336134454,235.911764705882,239.007462184874,235.513109243697,118.876571428571
10072,NA,NA,NA,NA,238.033411764706,119.284067226891
10073,232.62581512605,-1.82127731092437,232.414655462185,238.177512605042,231.642487394958,117.962319327731
10074,236.895092436975,-0.809310924369748,236.732268907563,239.199159663866,236.430588235294,119.088134453782
10075,NA,NA,236.845983193277,238.890991596639,NA,NA
10076,NA,NA,NA,NA,237.28312605042,118.985546218487
10077,NA,NA,NA,NA,232.14087394958,117.062588235294
10078,NA,NA,NA,NA,236.880739495798,119.084201680672
10079,237.317915966387,-0.825546218487395,237.186352941176,239.144168067227,237.050218487395,119.06087394958
10080,237.217378151261,-1.04242016806723,NA,NA,NA,NA
10081,236.044100840336,-1.46218487394958,NA,NA,NA,NA
10082,236.567025210084,-1.30974789915966,NA,NA,NA,NA
10083,237.66712605042,-0.614857142857143,237.526420168067,239.400235294118,237.252571428571,119.303159663866
10084,232.388974789916,-1.88581512605042,232.159428571429,238.106789915966,231.402655462185,117.889579831933
10085,237.779831932773,-0.596033613445378,237.646487394958,239.418386554622,237.413243697479,119.322487394958
10086,229.351260504202,-2.60900840336134,229.066857142857,237.368638655462,227.996,117.078924369748
10087,237.810722689076,-0.836,237.716235294118,239.135798319328,237.644773109244,119.056840336134
10088,230.47068907563,-2.32746218487395,230.192033613445,237.656840336134,229.206823529412,117.40268907563
10089,NA,NA,NA,NA,237.965142857143,119.410285714286
10090,NA,NA,NA,NA,237.3,119.038218487395
10091,236.274588235294,-1.00164705882353,236.097042016807,239.055361344538,235.562823529412,118.846016806723
10092,NA,NA,NA,NA,235.494453781513,118.332168067227
10093,238.003966386555,-0.724201680672269,NA,NA,NA,NA
10094,238.693478991597,-0.380806722689076,NA,NA,NA,NA
10095,238.007966386555,-0.735428571428571,NA,NA,NA,NA
10096,239.304168067227,-0.235764705882353,239.178756302521,239.786924369748,239.090655462185,119.711394957983
10097,NA,NA,NA,NA,234.401445378151,117.919226890756
10098,NA,NA,NA,NA,238.159092436975,119.330991596639
10099,238.505008403361,-0.538151260504202,NA,NA,NA,NA
10100,NA,NA,NA,NA,237.736336134454,119.2
10101,NA,NA,NA,NA,239.070016806723,119.752739495798
10102,NA,NA,NA,NA,236.160268907563,118.592537815126
10103,235.30218487395,-1.74823529411765,NA,NA,NA,NA
10104,238.740134453782,-0.497210084033613,238.614487394958,239.516907563025,238.477277310924,119.430319327731
10105,238.028134453782,-0.686117647058823,NA,NA,NA,NA
10106,237.811226890756,-0.835596638655462,237.716672268908,239.136168067227,237.645008403361,119.057277310924
10107,225.130285714286,-3.56974789915966,224.791697478992,236.399966386555,223.164840336134,115.997378151261
10108,NA,NA,237.799327731092,239.234420168067,NA,NA
10109,NA,NA,238.405445378151,239.472806722689,NA,NA
10110,NA,NA,238.345277310924,239.46487394958,NA,NA
10111,237.844537815126,-0.75690756302521,NA,NA,NA,NA
10112,235.654588235294,-1.11438655462185,235.472033613445,238.887092436975,235.046285714286,118.73818487395
10113,238.375294117647,-0.548168067226891,NA,NA,NA,NA
10114,NA,NA,232.654857142857,237.877647058824,NA,NA
10115,NA,NA,NA,NA,238.834588235294,119.671428571429
10116,NA,NA,NA,NA,232.627025210084,117.836235294118
10117,237.883798319328,-0.75872268907563,NA,NA,NA,NA
10118,237.94312605042,-0.73781512605042,NA,NA,NA,NA
10119,235.762487394958,-1.58544537815126,NA,NA,NA,NA
10120,234.054285714286,-2.20379831932773,NA,NA,NA,NA
10121,237.921378151261,-0.845949579831933,NA,NA,237.454789915966,119.024739495798
10122,229.226386554622,-3.97220168067227,NA,NA,NA,NA
10123,NA,NA,NA,NA,236.784033613445,119.055462184874
10124,235.747294117647,-1.59173109243697,NA,NA,NA,NA
10125,NA,NA,235.840571428571,238.470319327731,NA,NA
10126,NA,NA,NA,NA,238.461882352941,119.47018487395
10127,NA,NA,234.99731092437,238.147798319328,NA,NA
10128,NA,NA,NA,NA,234.059495798319,118.254756302521
10129,NA,NA,233.204235294118,237.484806722689,NA,NA
10130,237.268268907563,-1.04420168067227,NA,NA,NA,NA
10131,235.484369747899,-1.73260504201681,NA,NA,NA,NA
10132,NA,NA,NA,NA,238.618857142857,119.577680672269
10133,NA,NA,237.934016806723,239.306319327731,NA,NA
10134,NA,NA,236.436504201681,238.72087394958,NA,NA
10135,233.361042016807,-2.48564705882353,NA,NA,NA,NA
10136,NA,NA,238.269882352941,239.439394957983,NA,NA
10137,NA,NA,236.751529411765,238.840033613445,NA,NA
10138,NA,NA,237.347361344538,239.053008403361,NA,NA
10139,NA,NA,237.347798319328,239.056470588235,NA,NA
10140,NA,NA,236.083327731092,238.877176470588,NA,NA
10141,NA,NA,NA,NA,239.313344537815,119.844806722689
10142,NA,NA,NA,NA,234.580773109244,118.436168067227
10143,236.901512605042,-1.12756302521008,NA,NA,NA,NA
10144,NA,NA,NA,NA,236.936605042017,118.903731092437
10145,NA,NA,NA,NA,237.513411764706,119.358655462185
10146,NA,NA,NA,NA,236.287092436975,119.095495798319
10147,NA,NA,234.584336134454,237.985176470588,NA,NA
10148,NA,NA,227.94137815126,235.570319327731,NA,NA
10149,NA,NA,235.890487394958,238.510890756303,NA,NA
10150,238.950722689076,-0.267764705882353,NA,NA,NA,NA
10151,NA,NA,235.315193277311,238.287697478992,NA,NA
10152,NA,NA,NA,NA,237.727428571429,119.157008403361
10153,NA,NA,236.710218487395,238.827899159664,NA,NA
10154,235.328403361345,-1.19045378151261,235.15862184874,238.814823529412,234.687831932773,118.664537815126
10155,NA,NA,235.654420168067,238.415831932773,NA,NA
10156,NA,NA,NA,NA,236.558756302521,119.102554621849
10157,NA,NA,238.279394957983,239.424302521008,NA,NA
10158,NA,NA,236.634285714286,238.786890756303,NA,NA
10159,NA,NA,NA,NA,238.360739495798,119.407630252101
10160,NA,NA,238.064739495798,239.34981512605,NA,NA
