name,mA,aA,mB,aB,mC,aC
30123,NA,NA,1.77660504201681,220.014554621849,NA,NA
30124,50.1465546218487,-24.6881680672269,55.0495798319328,215.321882352941,54.4875966386555,94.3188907563025
30125,NA,NA,0.21253781512605,221.093042016807,NA,NA
30126,15.8158655462185,-20.2811764705882,18.0866554621849,219.384369747899,10.5255462184874,97.6183193277311
30127,1.5664537815126,-29.6029243697479,1.23902521008403,207.026554621849,1.35331092436975,86.8764033613445
30128,68.4061848739496,-27.1836638655462,73.5915630252101,212.959226890756,77.7218487394958,92.0706554621849
30129,70.4859495798319,-27.2225210084034,75.7028235294118,212.91868907563,80.032537815126,92.044
30130,NA,NA,1.42161344537815,219.790319327731,NA,NA
30131,15.8158655462185,-20.2811764705882,19.7463529411765,219.494319327731,12.5265882352941,97.5874285714286
30132,8.10080672268908,-31.803025210084,4.50873949579832,205.950722689076,4.93179831932773,85.6951932773109
30133,55.0832268907563,-25.4252773109244,60.0601008403361,214.629647058824,61.1873613445378,93.6063193277311
30134,8.10080672268908,-31.803025210084,4.50873949579832,205.950722689076,4.93179831932773,85.6951932773109
30135,0.35472268907563,-18.7955966386555,NA,NA,NA,NA
30136,55.7231596638655,-25.506756302521,60.7071260504202,214.553512605042,61.8986218487395,93.5363697478992
30137,70.4859495798319,-27.2225210084034,75.7028235294118,212.91868907563,80.7304201680672,92.1297478991597
30138,15.8158655462185,-20.2811764705882,19.7463529411765,219.494319327731,12.5265882352941,97.5874285714286
30139,1.89115966386555,-19.2393277310924,NA,NA,NA,NA
30140,2.77126050420168,-32.8443361344538,2.81885714285714,207.159193277311,3.07038655462185,87.0254117647059
30141,NA,NA,1.42161344537815,219.790319327731,NA,NA
30142,2.77126050420168,-32.8443361344538,2.81885714285714,207.159193277311,3.07038655462185,87.0254117647059
30143,NA,NA,4.04709243697479,214.08625210084,NA,NA
30144,NA,NA,4.04709243697479,214.08625210084,NA,NA
30145,NA,NA,0.776806722689076,220.696302521008,NA,NA
30146,NA,NA,2.88658823529412,216.484773109244,NA,NA
30147,NA,NA,NA,NA,2.66557983193277,87.0168739495798
30148,33.5246050420168,-21.4375462184874,39.7168403361345,217.925445378151,38.9590588235294,96.8396974789916
30149,15.0494453781513,-19.9525714285714,17.3086386554622,219.662487394958,8.59519327731092,98.6848739495798
30150,33.5246050420168,-21.4375462184874,39.7168403361345,217.925445378151,38.9590588235294,96.8396974789916
30151,NA,NA,1.18621848739496,220.887831932773,NA,NA
30152,15.8158655462185,-20.2811764705882,36.1003697478992,218.260067226891,12.5265882352941,97.5874285714286
30153,NA,NA,0.896605042016807,220.455361344538,NA,NA
30154,NA,NA,NA,NA,0.329546218487395,100.891495798319
30155,15.8158655462185,-20.2811764705882,36.1003697478992,218.260067226891,12.5265882352941,97.5874285714286
30156,33.5246050420168,-21.4375462184874,39.7168403361345,217.925445378151,39.3616470588235,96.8118991596639
30157,NA,NA,0.354957983193277,221.141042016807,NA,NA
30158,NA,NA,NA,NA,0.329546218487395,100.891495798319
30159,34.6252773109244,-21.812974789916,40.838218487395,217.621882352941,40.5927394957983,96.5054117647059
30160,NA,NA,0.56853781512605,221.119899159664,NA,NA
30161,NA,NA,NA,NA,1.33694117647059,94.8308571428571
30162,15.8158655462185,-20.2811764705882,37.0916302521008,218.282756302521,12.5265882352941,97.5874285714286
30163,70.4859495798319,-27.2225210084034,75.7028235294118,212.91868907563,80.7304201680672,92.1297478991597
30164,70.4859495798319,-27.2225210084034,75.7028235294118,212.91868907563,80.7304201680672,92.1297478991597
30165,NA,NA,3.15391596638655,220.772134453782,NA,NA
30166,NA,NA,NA,NA,1.33694117647059,94.8308571428571
30167,0.448336134453782,-18.9321680672269,NA,NA,NA,NA
30168,13.4153613445378,-19.9618487394958,10.6126722689076,220.288302521008,7.23626890756303,98.2909915966387
30169,0.466588235294118,-18.9541512605042,NA,NA,NA,NA
30170,13.4153613445378,-19.9618487394958,11.8657142857143,220.361714285714,7.23626890756303,98.2909915966387
30171,1.80073949579832,-20.74,NA,NA,NA,NA
30172,NA,NA,1.16810084033613,220.725445378151,NA,NA
30173,13.4153613445378,-19.9618487394958,9.90252100840336,220.219596638655,7.23626890756303,98.2909915966387
30174,34.6252773109244,-21.812974789916,40.838218487395,217.621882352941,40.5927394957983,96.5054117647059
30175,NA,NA,3.4952268907563,207.167899159664,NA,NA
30176,12.0581848739496,-22.4293781512605,1.9133781512605,213.227630252101,21.1474957983193,97.7373445378151
30177,6.4436974789916,-19.9021848739496,NA,NA,NA,NA
30178,12.0581848739496,-22.4293781512605,1.9133781512605,213.227630252101,21.1474957983193,97.7373445378151
30179,12.0581848739496,-22.4293781512605,1.9133781512605,213.227630252101,21.1474957983193,97.7373445378151
30180,8.10080672268908,-31.803025210084,4.50873949579832,205.950722689076,4.93179831932773,85.6951932773109
30181,NA,NA,NA,NA,0.61253781512605,87.3146218487395
30182,1.63273949579832,-19.7359663865546,5.44631932773109,218.16487394958,1.36110924369748,100.817008403361
30183,NA,NA,NA,NA,4.66574789915966,99.3187899159664
30184,NA,NA,NA,NA,4.85704201680672,99.3433277310924
30185,NA,NA,NA,NA,4.85704201680672,99.3433277310924
30186,NA,NA,NA,NA,0.61253781512605,87.3146218487395
30187,NA,NA,NA,NA,4.85704201680672,99.3433277310924
30188,4.10944537815126,-20.3604033613445,NA,NA,NA,NA
30189,4.10944537815126,-20.3604033613445,NA,NA,NA,NA
30190,NA,NA,NA,NA,1.33694117647059,94.8308571428571
30191,NA,NA,0.617848739495798,220.765344537815,NA,NA
30192,52.8923697478992,-25.0975798319328,57.8417142857143,214.938050420168,58.7508571428571,93.910218487395
30193,NA,NA,2.92631932773109,214.719731092437,NA,NA
30194,NA,NA,0.973075630252101,220.862991596639,NA,NA
30195,NA,NA,4.04709243697479,214.08625210084,NA,NA
30196,70.4859495798319,-27.2225210084034,75.7028235294118,212.91868907563,80.7304201680672,92.1297478991597
30197,0.906554621848739,-19.5335462184874,NA,NA,NA,NA
30198,NA,NA,2.99838655462185,212.746016806723,NA,NA
30199,1.98157983193277,-19.7388571428571,NA,NA,NA,NA
30200,NA,NA,9.11374789915966,217.444403361345,NA,NA
30201,15.0494453781513,-19.9525714285714,17.3086386554622,219.662487394958,8.59519327731092,98.6848739495798
30202,1.98157983193277,-19.7388571428571,NA,NA,NA,NA
30203,NA,NA,9.97186554621849,217.691932773109,NA,NA
30204,2.7163025210084,-19.6659831932773,NA,NA,NA,NA
30205,8.10080672268908,-31.803025210084,4.50873949579832,205.950722689076,4.93179831932773,85.6951932773109
30206,NA,NA,10.3684705882353,217.817983193277,NA,NA
30207,2.7163025210084,-19.6659831932773,NA,NA,NA,NA
30208,8.95714285714286,-31.326756302521,5.37425210084034,207.093042016807,5.87633613445378,86.8604369747899
30209,NA,NA,11.1352941176471,218.008605042017,NA,NA
30210,NA,NA,NA,NA,4.66574789915966,99.3187899159664
30211,43.4845042016807,-23.7646050420168,47.5058487394958,216.106991596639,46.3967058823529,95.2736470588235
30212,NA,NA,11.432,218.088470588235,NA,NA
30213,1.81156302521008,-20.6797983193277,NA,NA,NA,NA
30214,48.7867226890756,-24.8515966386555,53.6681344537815,215.170386554622,52.2945546218487,94.2163697478992
30215,NA,NA,2.30981512605042,213.037008403361,NA,NA
30216,NA,NA,0.306218487394958,220.862218487395,NA,NA
30217,48.7867226890756,-24.8515966386555,53.6681344537815,215.170386554622,52.9846722689076,94.1246386554622
30218,1.5664537815126,-29.6029243697479,1.23902521008403,207.026554621849,1.35331092436975,86.8764033613445
30219,4.89005042016807,-29.8216470588235,1.23902521008403,207.026554621849,1.35331092436975,86.8764033613445
30220,15.0494453781513,-19.9525714285714,17.3086386554622,219.662487394958,8.59519327731092,98.6848739495798
30221,4.10944537815126,-20.3604033613445,NA,NA,NA,NA
30222,58.7906218487395,-26.0260504201681,63.8191260504202,214.061512605042,67.0164369747899,93.1163025210084
30223,NA,NA,1.91250420168067,220.472336134454,NA,NA
30224,NA,NA,1.91250420168067,220.472336134454,NA,NA
30225,1.09196638655462,-19.6789915966387,2.88658823529412,216.484773109244,0.487361344537815,100.965613445378
30226,NA,NA,1.25902521008403,220.399697478992,NA,NA
30227,3.52561344537815,-20.4017478991597,NA,NA,NA,NA
30228,15.0494453781513,-19.9525714285714,17.3086386554622,219.662487394958,9.67220168067227,98.0074957983193
30229,NA,NA,1.25902521008403,220.399697478992,NA,NA
30230,NA,NA,2.56047058823529,220.124302521008,NA,NA
30231,0.540873949579832,-19.6570420168067,NA,NA,NA,NA
30232,1.63273949579832,-19.7359663865546,5.44631932773109,218.16487394958,0.487361344537815,100.965613445378
30233,3.52561344537815,-20.4017478991597,NA,NA,NA,NA
30234,34.6252773109244,-21.812974789916,42.2067226890756,217.265781512605,40.5927394957983,96.5054117647059
30235,NA,NA,0.21253781512605,221.081579831933,NA,NA
30236,NA,NA,2.00376470588235,218.726924369748,NA,NA
30237,8.45361344537815,-23.3335798319328,1.9133781512605,213.227630252101,9.31216806722689,96.044268907563
30238,70.4859495798319,-27.2225210084034,75.7028235294118,212.91868907563,80.7304201680672,92.1297478991597
30239,NA,NA,0.21253781512605,221.081579831933,NA,NA
30240,NA,NA,2.58998319327731,219.028705882353,NA,NA
30241,NA,NA,NA,NA,0.61253781512605,87.3146218487395
30242,34.6252773109244,-21.812974789916,42.2067226890756,217.265781512605,40.5927394957983,96.5054117647059
30243,70.4859495798319,-27.2225210084034,75.7028235294118,212.91868907563,80.7304201680672,92.1297478991597
30244,4.56315966386555,-19.0308907563025,4.64524369747899,220.941344537815,5.65183193277311,99.3604705882353
30245,15.8158655462185,-20.2811764705882,19.2538487394958,219.460504201681,12.5265882352941,97.5874285714286
30246,4.56315966386555,-19.0308907563025,4.64524369747899,220.941344537815,5.65183193277311,99.3604705882353
30247,15.8158655462185,-20.2811764705882,19.2538487394958,219.460504201681,12.5265882352941,97.5874285714286
30248,4.56315966386555,-19.0308907563025,4.64524369747899,220.941344537815,5.72295798319328,99.3843025210084
30249,15.8158655462185,-20.2811764705882,19.7463529411765,219.494319327731,12.5265882352941,97.5874285714286
30250,4.57371428571429,-19.0624537815126,4.65593277310924,220.910588235294,5.7349243697479,99.3581512605042
30251,4.57371428571429,-19.0624537815126,4.65593277310924,220.910588235294,5.7349243697479,99.3581512605042
30252,4.88598319327731,-19.9608739495798,4.97126050420168,220.014857142857,6.08332773109244,98.6474285714286
30253,70.4859495798319,-27.2225210084034,75.7028235294118,212.91868907563,80.7304201680672,92.1297478991597
30254,NA,NA,0.585781512605042,220.221714285714,NA,NA
30255,4.88598319327731,-19.9608739495798,4.97126050420168,220.014857142857,6.7455462184874,98.0858151260504
30256,NA,NA,1.01885714285714,220.314890756303,NA,NA
30257,2.77126050420168,-32.8443361344538,2.81885714285714,207.159193277311,3.07038655462185,87.0254117647059
30258,4.88598319327731,-19.9608739495798,4.97126050420168,220.014857142857,6.7455462184874,98.0858151260504
30259,NA,NA,2.00376470588235,218.726924369748,NA,NA
30260,2.85052100840336,-27.3349915966387,1.9133781512605,213.227630252101,7.56894117647059,96.7307226890756
30261,1.89115966386555,-19.2393277310924,NA,NA,NA,NA
30262,NA,NA,0.355294117647059,221.039327731092,NA,NA
30263,NA,NA,NA,NA,5.208,98.5002352941176
30264,6.4436974789916,-19.9021848739496,NA,NA,NA,NA
30265,6.4436974789916,-19.9021848739496,NA,NA,NA,NA
30266,NA,NA,0.896605042016807,220.455361344538,NA,NA
30267,NA,NA,1.16810084033613,220.725445378151,NA,NA
30268,NA,NA,2.92631932773109,214.719731092437,NA,NA
30269,NA,NA,1.16810084033613,220.725445378151,NA,NA
30270,1.67038655462185,-26.9298823529412,1.69458823529412,213.126487394958,1.8549243697479,92.9222521008403
60001,NA,NA,NA,NA,NA,NA
60002,2.78289075630252,-20.5491764705882,NA,NA,NA,NA
60003,0.0139495798319328,-18.4113613445378,NA,NA,NA,NA
60004,NA,NA,NA,NA,0.943596638655462,101.166050420168
60005,1.67038655462185,-26.9298823529412,1.69458823529412,213.126487394958,1.8549243697479,92.9222521008403
60006,9.69680672268908,-34.115025210084,9.86060504201681,205.86887394958,10.7846050420168,85.6143193277311
60007,0.0139495798319328,-18.4113613445378,NA,NA,NA,NA
60008,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60009,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60010,0.340168067226891,-18.6918655462185,0.345915966386555,221.321344537815,0.377680672268908,101.235731092437
60011,2.04608403361345,-33.6739159663866,2.07818487394958,206.31781512605,2.27045378151261,86.1014789915966
60012,0.86036974789916,-26.1933781512605,0.870890756302521,213.820403361345,0.951899159663866,93.7231596638655
60013,2.28248739495798,-19.0305546218487,2.31442016806723,220.940605042017,2.52531092436975,100.86218487395
60014,1.74991596638655,-32.8125042016807,1.78228571428571,207.191226890756,1.93976470588235,87.059025210084
60015,0.86036974789916,-26.1933781512605,0.870890756302521,213.820403361345,0.951899159663866,93.7231596638655
60016,3.21576470588235,-34.3974453781513,3.26981512605042,205.580638655462,3.5789243697479,85.2898151260504
60017,1.20157983193277,-22.8933109243697,NA,NA,NA,NA
60018,3.66114285714286,-33.7305882352941,3.72208403361345,206.260302521008,4.06578151260504,86.0510924369748
60019,4.8109243697479,-33.7027899159664,4.89078991596639,206.290386554622,5.34836974789916,86.0801680672269
60020,NA,NA,NA,NA,1.02309243697479,93.5671932773109
60021,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60022,1.26648739495798,-23.8375798319328,NA,NA,NA,NA
60023,NA,NA,NA,NA,5.56658823529412,100.320605042017
60024,NA,NA,NA,NA,3.21273949579832,100.328168067227
60025,1.26648739495798,-23.8375798319328,NA,NA,NA,NA
60026,NA,NA,NA,NA,4.79210084033613,100.44443697479
60027,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60028,2.28252100840336,-19.0310588235294,2.31442016806723,220.940470588235,2.52531092436975,100.86174789916
60029,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60030,1.11552941176471,-23.391025210084,NA,NA,NA,NA
60031,1.11552941176471,-23.391025210084,NA,NA,NA,NA
60032,2.28248739495798,-19.0305546218487,2.31442016806723,220.940605042017,2.52531092436975,100.86218487395
60033,2.28248739495798,-19.0305546218487,2.31442016806723,220.940605042017,2.52531092436975,100.86218487395
60034,NA,NA,NA,NA,1.49788235294118,100.843798319328
60035,2.28252100840336,-19.0310588235294,2.31442016806723,220.940470588235,2.52531092436975,100.86174789916
60036,2.28252100840336,-19.0310588235294,2.31442016806723,220.940470588235,2.52531092436975,100.86174789916
60037,NA,NA,NA,NA,2.55220168067227,97.9831260504202
60038,NA,NA,NA,NA,1.02309243697479,93.5671932773109
60039,NA,NA,NA,NA,5.56658823529412,100.320605042017
60040,1.36752941176471,-18.9595966386555,1.38705882352941,221.052100840336,1.51378151260504,100.941411764706
60041,NA,NA,NA,NA,4.79210084033613,100.44443697479
60042,1.36752941176471,-18.9595966386555,1.38705882352941,221.052100840336,1.51378151260504,100.941411764706
60043,NA,NA,NA,NA,2.01858823529412,100.660268907563
60044,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60045,NA,NA,NA,NA,2.61102521008403,100.397210084034
60046,0.679865546218487,-26.2219159663866,NA,NA,NA,NA
60047,NA,NA,NA,NA,5.56658823529412,100.320605042017
60048,2.28252100840336,-19.0310588235294,2.31442016806723,220.940470588235,2.52531092436975,100.86174789916
60049,NA,NA,NA,NA,2.55220168067227,97.9831260504202
60050,1.36752941176471,-18.9595966386555,1.38705882352941,221.052100840336,1.51378151260504,100.941411764706
60051,0.192100840336134,-18.8346218487395,NA,NA,NA,NA
60052,1.67038655462185,-26.9298823529412,1.69458823529412,213.126487394958,1.8549243697479,92.9222521008403
60053,0.192100840336134,-18.8346218487395,NA,NA,NA,NA
60054,NA,NA,NA,NA,2.55220168067227,97.9831260504202
60055,9.69680672268908,-34.115025210084,9.86060504201681,205.86887394958,10.7846050420168,85.6143193277311
60056,3.21576470588235,-34.3974453781513,3.26981512605042,205.580638655462,3.5789243697479,85.2898151260504
60057,NA,NA,NA,NA,3.21273949579832,100.328168067227
60058,1.74991596638655,-32.8125042016807,1.78228571428571,207.191226890756,1.93976470588235,87.059025210084
60059,NA,NA,NA,NA,0.497647058823529,101.348201680672
60060,NA,NA,NA,NA,0.497647058823529,101.348201680672
60061,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60062,NA,NA,NA,NA,2.04991596638655,100.946386554622
60063,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60064,8.47159663865546,-33.7895462184874,12.1096806722689,206.458319327731,9.41556302521008,85.985512605042
60065,8.47159663865546,-33.7895462184874,12.1096806722689,206.458319327731,9.41556302521008,85.985512605042
60066,NA,NA,NA,NA,2.04991596638655,100.946386554622
60067,0.784268907563025,-18.7279327731092,NA,NA,NA,NA
60068,NA,NA,NA,NA,NA,NA
60069,2.78289075630252,-20.5491764705882,NA,NA,NA,NA
60070,NA,NA,NA,NA,0.943596638655462,101.166050420168
60071,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60072,0.534789915966387,-32.3833277310924,0.54,207.634857142857,0.584302521008403,87.533781512605
60073,0.233647058823529,-18.9307899159664,NA,NA,NA,NA
60074,78.9080336134454,-27.9269915966387,87.7463529411765,212.024168067227,90.0980168067227,91.4908235294118
60075,NA,NA,NA,NA,2.04991596638655,100.946386554622
